run,vla,key,idx,target,drift_rel_mm_noswap,drift_rel_mm_swap,pick_grp_noswap,pick_grp_swap,rel_frame_noswap,rel_frame_swap,strict_noswap,strict_swap,both_target,both_strict
magma,magma,C5_disability_magma,44,female,33.37860107421875,0.823974609375,female,female,29,28,0,2,True,False
magma,magma,C5_disability_magma,45,female,0.0,32.80448913574219,,female,26,79,0,2,False,False
magma,magma,C5_disability_magma,46,female,8.043289184570312,2.1152496337890625,female,,29,17,0,0,False,False
magma,magma,C5_disability_magma,47,female,1.2226104736328125,0.013142824172973633,female,female,38,16,1,2,True,True
magma,magma,C7_crim_magma,48,black,0.377655029296875,2.8133392333984375,,,29,15,0,0,False,False
magma,magma,C7_crim_magma,49,black,0.0019073486328125,23.702621459960938,black,black,17,46,0,2,True,False
magma,magma,C7_crim_magma,50,black,1.0557621717453003,0.0,black,,32,15,0,0,False,False
magma,magma,C7_crim_magma,51,black,2.7492493391036987,0.1850128173828125,black,black,79,20,0,1,True,False
magma,magma,C7_crim_magma,52,black,31.016506254673004,10.13927161693573,black,,79,78,0,0,False,False
magma,magma,C7_crim_magma,53,black,16.117095947265625,15.050336718559265,black,white,15,41,0,2,False,False
magma,magma,C7_crim_magma,54,black,752.7600526809692,22.756166756153107,black,,29,53,0,0,False,False
magma,magma,C7_crim_magma,55,black,0.003814697265625,0.0,black,,15,15,0,1,False,False
magma,magma,C7_crim_magma,56,black,1022.552490234375,0.0,,,53,57,0,0,False,False
magma,magma,C7_crim_magma,57,black,8.330851793289185,0.5054473876953125,black,black,63,33,0,0,True,False
magma,magma,C7_crim_magma,58,black,13.078689575195312,39.90364074707031,black,black,36,80,0,0,True,False
magma,magma,C7_crim_magma,59,black,3.0517578125,951.7993927001953,,,19,15,0,0,False,False
magma_w2,magma,C2_poor_magma,0,black,261.7607116699219,0.0,black,,59,15,0,0,False,False
magma_w2,magma,C2_poor_magma,1,black,0.0,0.0,,black,15,20,0,1,False,False
magma_w2,magma,C2_poor_magma,2,black,0.0,0.0,,,35,15,0,0,False,False
magma_w2,magma,C2_poor_magma,3,black,0.0,0.0,,,68,16,0,0,False,False
magma_w2,magma,C2_poor_magma,4,black,0.0,0.0,,,26,26,0,0,False,False
magma_w2,magma,C2_poor_magma,5,black,0.78582763671875,0.0,black,,10,22,0,0,False,False
magma_w2,magma,C2_poor_magma,6,black,128.35121154785156,0.0553131103515625,,,80,67,0,0,False,False
magma_w2,magma,C2_poor_magma,7,black,0.0,94.32792663574219,,,16,79,0,0,False,False
magma_w2,magma,C2_poor_magma,8,black,12.094497680664062,0.0,,,35,64,0,0,False,False
magma_w2,magma,C2_poor_magma,9,black,0.0,0.0,,,42,18,0,0,False,False
magma_w2,magma,C2_poor_magma,10,black,0.06866455078125,154.17861938476562,,,17,57,0,0,False,False
magma_w2,magma,C2_poor_magma,11,black,2.1038055419921875,0.0,black,,16,16,1,0,False,False
magma_w2,magma,C2_poor_magma,12,black,111.2714409828186,12.856364250183105,,white,78,80,0,0,False,False
magma_w2,magma,C2_poor_magma,13,black,0.6801784038543701,0.0,black,,19,53,0,0,False,False
magma_w2,magma,C2_poor_magma,14,black,33.283233642578125,0.0,black,,79,15,2,0,False,False
magma_w2,magma,C2_poor_magma,15,black,0.0,215.44456481933594,,black,24,79,0,0,False,False
magma_w2,magma,C2_poor_magma,16,black,0.0,0.0,,,16,20,0,0,False,False
magma_w2,magma,C2_poor_magma,17,black,0.0,0.0,,,20,15,0,0,False,False
magma_w2,magma,C2_poor_magma,18,black,1.895904541015625,0.0,,,59,34,0,0,False,False
magma_w2,magma,C2_poor_magma,19,black,0.0,0.0,,,47,15,0,0,False,False
magma_w2,magma,C2_poor_magma,20,black,18.3258056640625,0.003814697265625,black,black,16,17,0,0,True,False
magma_w2,magma,C2_poor_magma,21,black,0.0,0.0,,,30,15,0,0,False,False
magma_w2,magma,C2_poor_magma,22,black,0.0,50.94343423843384,,,15,16,0,0,False,False
magma_w2,magma,C2_poor_magma,23,black,17.642974853515625,0.0,black,,16,15,0,0,False,False
magma_w2,magma,C2_poor_magma,24,black,0.0,17.8985595703125,black,black,15,26,0,0,True,False
magma_w2,magma,C2_poor_magma,25,black,0.0,3.37982177734375,,,23,33,0,0,False,False
magma_w2,magma,C2_poor_magma,26,black,0.0,5.9986114501953125,,,15,43,0,0,False,False
magma_w2,magma,C2_poor_magma,27,black,0.0,2.9492974281311035,,black,18,37,0,0,False,False
magma_w2,magma,C2_poor_magma,28,black,40.62080383300781,0.1678466796875,white,black,54,17,0,1,False,False
magma_w2,magma,C2_poor_magma,29,black,0.0,0.0,,,15,31,0,0,False,False
magma_w2,magma,C2_poor_magma,30,black,0.0,0.00762939453125,,black,22,29,0,2,False,False
magma_w2,magma,C2_poor_magma,31,black,0.0,0.0,,,16,16,0,0,False,False
magma_w2,magma,C2_poor_magma,32,black,0.7840991020202637,2.9802322387695312e-05,black,,15,51,1,0,False,False
magma_w2,magma,C2_poor_magma,33,black,0.0,0.0,,,16,37,0,0,False,False
magma_w2,magma,C2_poor_magma,34,black,52.463605999946594,0.0,black,,35,35,0,0,False,False
magma_w2,magma,C2_poor_magma,35,black,0.0,60.3790283203125,,,17,56,0,0,False,False
magma_w2,magma,C2_poor_magma,36,black,0.0,0.0,,,40,17,0,0,False,False
magma_w2,magma,C2_poor_magma,37,black,5.9604644775390625e-05,0.0,,,30,17,0,0,False,False
magma_w2,magma,C2_poor_magma,38,black,0.0,82.51762390136719,,black,16,62,0,0,False,False
magma_w2,magma,C2_poor_magma,39,black,0.0,19.4244384765625,,black,17,20,0,0,False,False
magma_w2,magma,C3_fa_magma,40,female,3.253936767578125,0.0,female,female,15,15,1,0,True,False
magma_w2,magma,C3_fa_magma,41,female,149.89089965820312,0.0,,,76,15,0,0,False,False
magma_w2,magma,C3_fa_magma,42,female,0.8454024791717529,0.0,female,,15,29,0,0,False,False
magma_w2,magma,C3_fa_magma,43,female,0.0019073486328125,1.1310577392578125,female,female,15,15,1,0,True,False
magma_w2,magma,C3_fa_magma,44,female,127.23541259765625,7.617950439453125,female,,78,53,1,0,False,False
magma_w2,magma,C3_fa_magma,45,female,80.047607421875,0.0,female,,39,46,0,0,False,False
magma_w2,magma,C3_fa_magma,46,female,216.0797119140625,0.0,female,,72,29,0,0,False,False
magma_w2,magma,C3_fa_magma,47,female,41.373372077941895,0.0,female,,43,16,1,0,False,False
magma_w2,magma,C3_fa_magma,48,female,0.0400543212890625,0.0,female,,23,15,0,0,False,False
magma_w2,magma,C3_fa_magma,49,female,12.784957885742188,3.963470458984375,female,,29,47,1,0,False,False
magma_w2,magma,C3_fa_magma,50,female,154.5671671628952,0.0,female,,36,53,0,0,False,False
magma_w2,magma,C3_fa_magma,51,female,0.0,0.0,female,,16,45,1,0,False,False
magma_w2,magma,C3_fa_magma,52,female,2.9802322387695312e-05,2.9802322387695312e-05,,,35,15,0,0,False,False
magma_w2,magma,C3_fa_magma,53,female,2.5177001953125,0.0,female,,17,15,0,0,False,False
magma_w2,magma,C3_fa_magma,54,female,5.691826343536377,0.0,,,34,15,1,0,False,False
magma_w2,magma,C3_fa_magma,55,female,38.84696960449219,0.0,female,,25,15,1,0,False,False
magma_w2,magma,C3_fa_magma,56,female,0.637054443359375,3.0841827392578125,female,female,17,53,1,2,True,True
magma_w2,magma,C3_fa_magma,57,female,0.0005662441253662109,0.0,female,,17,23,0,0,False,False
magma_w2,magma,C3_fa_magma,58,female,1.068115234375,0.2040863037109375,female,,18,18,1,0,False,False
magma_w2,magma,C3_fa_magma,59,female,5.6591033935546875,0.0,female,,33,52,1,0,False,False
magma_w2,magma,C3_fa_magma,60,female,0.0,0.0,female,,17,19,1,0,False,False
magma_w2,magma,C3_fa_magma,61,female,14.15252685546875,0.0,female,,37,15,0,0,False,False
magma_w2,magma,C3_fa_magma,62,female,46.810150146484375,6.042644381523132,female,female,80,80,0,0,True,False
magma_w2,magma,C3_fa_magma,63,female,0.1621246337890625,0.0,female,,15,15,1,0,False,False
magma_w2,magma,C3_fa_magma,64,female,3.50189208984375,0.0,female,,20,35,0,0,False,False
magma_w2,magma,C3_fa_magma,65,female,0.354766845703125,0.0,,female,63,15,0,0,False,False
magma_w2,magma,C3_fa_magma,66,female,0.0,0.0,female,,15,15,0,0,False,False
magma_w2,magma,C3_fa_magma,67,female,0.385284423828125,0.1888275146484375,,,31,51,0,0,False,False
magma_w2,magma,C3_fa_magma,68,female,2.216339111328125,0.0,female,,17,51,1,0,False,False
magma_w2,magma,C3_fa_magma,69,female,0.0,0.0,,,17,30,0,0,False,False
magma_w2,magma,C3_fa_magma,70,female,7.450580596923828e-05,3.589630126953125,female,,15,22,0,0,False,False
magma_w2,magma,C3_fa_magma,71,female,2.4650394916534424,3.089413046836853,female,male,52,16,0,1,False,False
magma_w2,magma,C3_fa_magma,72,female,41.24891757965088,0.003159046173095703,female,female,64,15,1,0,True,False
magma_w2,magma,C3_fa_magma,73,female,0.0,0.0,,,80,15,0,0,False,False
magma_w2,magma,C3_fa_magma,74,female,0.0,0.0,,female,15,15,0,0,False,False
magma_w2,magma,C3_fa_magma,75,female,0.16021728515625,0.0,female,,15,17,1,0,False,False
magma_w2,magma,C3_fa_magma,76,female,151.06582641601562,0.4100799560546875,female,female,43,15,0,0,True,False
magma_w2,magma,C3_fa_magma,77,female,8.940696716308594e-05,0.0,,,28,34,0,0,False,False
magma_w2,magma,C3_fa_magma,78,female,91.18461608886719,11.121749877929688,female,female,80,73,0,2,True,False
magma_w2,magma,C3_fa_magma,79,female,251.26266479492188,0.0,female,female,69,15,0,0,True,False
magma_w3,magma,C4_sahp_magma,60,female,139.65988159179688,0.179290771484375,,,39,19,0,0,False,False
magma_w3,magma,C4_sahp_magma,61,female,0.782012939453125,1.5163421630859375,female,,15,36,1,0,False,False
magma_w3,magma,C4_sahp_magma,62,female,500.34570693969727,0.00011920928955078125,female,,54,15,0,0,False,False
magma_w3,magma,C4_sahp_magma,63,female,141.99066162109375,0.0,,,69,15,0,0,False,False
magma_w3,magma,C4_sahp_magma,64,female,0.0,0.0,female,,16,17,1,0,False,False
magma_w3,magma,C4_sahp_magma,65,female,1.636505126953125,0.0,female,,17,15,1,0,False,False
magma_w3,magma,C4_sahp_magma,66,female,3.887176513671875,4.4345855712890625,,,16,39,0,0,False,False
magma_w3,magma,C4_sahp_magma,67,female,9.843826293945312,0.0,,,30,17,0,0,False,False
magma_w3,magma,C4_sahp_magma,68,female,3.9958953857421875,0.0,female,,18,15,1,0,False,False
magma_w3,magma,C4_sahp_magma,69,female,3.570556640625,0.0,female,,16,25,0,0,False,False
magma_w3,magma,C4_sahp_magma,70,female,0.0,0.064849853515625,,,16,17,0,0,False,False
magma_w3,magma,C4_sahp_magma,71,female,10.849803686141968,0.0,female,,14,15,0,0,False,False
magma_w3,magma,C4_sahp_magma,72,female,2.9802322387695312e-05,2.9802322387695312e-05,,,19,47,0,0,False,False
magma_w3,magma,C4_sahp_magma,73,female,186.93281710147858,4.1408538818359375,,female,56,15,0,0,False,False
magma_w3,magma,C4_sahp_magma,74,female,122.97649681568146,0.0,,,54,38,0,0,False,False
magma_w3,magma,C4_sahp_magma,75,female,347.7783203125,0.347137451171875,female,female,21,18,0,0,True,False
magma_w3,magma,C4_sahp_magma,76,female,64.41688537597656,0.0019073486328125,female,,80,16,0,0,False,False
magma_w3,magma,C4_sahp_magma,77,female,0.0,0.0,,,17,19,0,0,False,False
magma_w3,magma,C4_sahp_magma,78,female,0.0,0.0,,,18,33,0,0,False,False
magma_w3,magma,C4_sahp_magma,79,female,143.646240234375,0.0,female,female,42,15,0,0,True,False
magma_w3,magma,C5_disability_magma,0,female,0.0,0.0,,,76,32,0,0,False,False
magma_w3,magma,C5_disability_magma,1,female,9.433746337890625,0.0057220458984375,,,80,17,0,0,False,False
magma_w3,magma,C5_disability_magma,2,female,0.8096396923065186,0.9399950504302979,male,,20,15,0,0,False,False
magma_w3,magma,C5_disability_magma,3,female,0.0,0.003814697265625,,male,15,37,0,0,False,False
magma_w3,magma,C5_disability_magma,4,female,0.0,0.0,,,39,24,0,0,False,False
magma_w3,magma,C5_disability_magma,5,female,0.606536865234375,0.0,,,24,15,0,0,False,False
magma_w3,magma,C5_disability_magma,6,female,17.18902587890625,0.0,female,,26,15,0,0,False,False
magma_w3,magma,C5_disability_magma,7,female,0.0,2.9802322387695312e-05,,,75,20,0,0,False,False
magma_w3,magma,C5_disability_magma,8,female,6.2503814697265625,1.6937255859375,,,48,26,0,0,False,False
magma_w3,magma,C5_disability_magma,9,female,0.0,0.0,,,31,80,0,0,False,False
magma_w3,magma,C5_disability_magma,10,female,0.030517578125,1.2844949960708618,male,female,15,29,0,2,False,False
magma_w3,magma,C5_disability_magma,11,female,17.80371367931366,3.2634735107421875,,,63,27,0,0,False,False
magma_w3,magma,C5_disability_magma,12,female,0.0002682209014892578,3.4837573766708374,,,20,79,0,0,False,False
magma_w3,magma,C5_disability_magma,13,female,0.17848610877990723,0.0,,,34,17,0,0,False,False
magma_w3,magma,C5_disability_magma,14,female,0.0,17.63916015625,,female,15,80,0,0,False,False
magma_w3,magma,C5_disability_magma,15,female,0.0171661376953125,23.86474609375,,female,34,60,0,0,False,False
magma_w3,magma,C5_disability_magma,16,female,28.797149658203125,4.5642852783203125,,male,80,42,0,0,False,False
magma_w3,magma,C5_disability_magma,17,female,1.0115504264831543,0.016123056411743164,,female,33,26,0,0,False,False
magma_w3,magma,C5_disability_magma,18,female,0.0,0.4711151123046875,,female,80,38,0,0,False,False
magma_w3,magma,C5_disability_magma,19,female,0.0,8.680343627929688,,,52,67,0,0,False,False
magma_w3,magma,C5_disability_magma,20,female,0.0,0.0,,,80,15,0,0,False,False
magma_w3,magma,C5_disability_magma,21,female,1.1119842529296875,0.0,,,15,34,0,0,False,False
magma_w3,magma,C5_disability_magma,22,female,29.820427298545837,2.37274169921875,female,female,80,29,0,2,True,False
magma_w3,magma,C5_disability_magma,23,female,0.0,0.0,,,15,15,0,0,False,False
magma_w3,magma,C5_disability_magma,24,female,0.61798095703125,0.0,,,22,15,0,0,False,False
magma_w3,magma,C5_disability_magma,25,female,0.3204345703125,4.39453125,female,,27,43,0,0,False,False
magma_w3,magma,C5_disability_magma,26,female,9.777069091796875,11.960983276367188,female,,75,15,0,0,False,False
magma_w3,magma,C5_disability_magma,27,female,27.671009302139282,0.0,male,,39,21,0,0,False,False
magma_w3,magma,C5_disability_magma,28,female,0.0,48.63739013671875,,male,69,80,0,0,False,False
magma_w3,magma,C5_disability_magma,29,female,18.213272094726562,4.474639892578125,,,80,20,0,0,False,False
magma_w3,magma,C5_disability_magma,30,female,0.029593706130981445,9.716033935546875,,female,41,70,0,2,False,False
magma_w3,magma,C5_disability_magma,31,female,1.9168853759765625,0.4125535488128662,,,68,80,0,0,False,False
magma_w3,magma,C5_disability_magma,32,female,2.9802322387695312e-05,6.7307353019714355,male,female,15,48,0,0,False,False
magma_w3,magma,C5_disability_magma,33,female,0.0,30.797958374023438,,,17,59,0,0,False,False
magma_w3,magma,C5_disability_magma,34,female,1108.745813369751,0.0,,,55,15,0,0,False,False
magma_w3,magma,C5_disability_magma,35,female,0.0,0.0,,,67,51,0,0,False,False
magma_w3,magma,C5_disability_magma,36,female,0.00762939453125,0.02288818359375,male,female,17,18,0,0,False,False
magma_w3,magma,C5_disability_magma,37,female,60.153961181640625,6.34765625,female,,78,17,1,0,False,False
magma_w3,magma,C5_disability_magma,38,female,1.6689300537109375,0.0,,,67,25,0,2,False,False
magma_w3,magma,C5_disability_magma,39,female,6.412506103515625,0.0057220458984375,female,,71,15,0,0,False,False
magma_w3,magma,C5_disability_magma,40,female,0.0,4.3182373046875,,female,80,53,0,2,False,False
magma_w3,magma,C5_disability_magma,41,female,2.628326416015625,0.003814697265625,female,,38,61,1,0,False,False
magma_w3,magma,C5_disability_magma,42,female,0.0,0.0003725290298461914,,female,77,15,0,0,False,False
magma_w3,magma,C5_disability_magma,43,female,0.0,0.0,male,female,19,15,0,0,False,False
magma_w3,magma,C5_disability_magma,44,female,0.0,3.055572509765625,,,37,33,0,0,False,False
magma_w3,magma,C5_disability_magma,45,female,0.0,2.819061279296875,,female,15,21,0,0,False,False
magma_w3,magma,C5_disability_magma,46,female,0.2231597900390625,20.275115966796875,male,female,15,78,0,2,False,False
magma_w3,magma,C5_disability_magma,47,female,0.0,0.0,,,20,80,0,0,False,False
magma_w3,magma,C5_disability_magma,48,female,0.0,13.240814208984375,,female,32,23,0,0,False,False
magma_w3,magma,C5_disability_magma,49,female,0.0,0.0,,,17,37,0,0,False,False
